Case,Type,PredecessorStatus,SuccessorStatus,RequestedMode,ResolvedMode,LagHours,Classification,Reason,Hours,Days,ExportedFreeFloat,PredecessorField,PredecessorEndpoint,SuccessorField,SuccessorEndpoint,PredecessorType,SuccessorType,PredecessorActualStart,SuccessorActualStart,PredecessorRemainingHours,SuccessorRemainingHours,DataDate,ExpectedReason,Message
"PR_SF/TK_NotStart/TK_NotStart/TT_Task/predecessor","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Calculated","CalculatedRemainingRelationship","15.999999999972222222222222222","1.9999999999965277777777777778","1.9999999999965277777777777778","restart_date","2026-01-05T08:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","CalculatedRemainingRelationship","Signed predecessor-working-time allowance evaluated under exported settings with fixed successor endpoint; not a reschedule or native P6 driving flag."
"PR_SF/TK_NotStart/TK_NotStart/TT_Task/successor","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Calculated","CalculatedRemainingRelationship","15.999999999972222222222222222","1.9999999999965277777777777778","1.9999999999965277777777777778","restart_date","2026-01-05T08:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","CalculatedRemainingRelationship","Signed predecessor-working-time allowance evaluated under exported settings with fixed successor endpoint; not a reschedule or native P6 driving flag."
"PR_SF/TK_NotStart/TK_NotStart/TT_Rsrc/predecessor","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Calculated","CalculatedRemainingRelationship","15.999999999972222222222222222","1.9999999999965277777777777778","1.9999999999965277777777777778","restart_date","2026-01-05T08:00:00","reend_date","2026-01-06T17:00:00","TT_Rsrc","TT_Task","","","8","8","2026-01-02 17:00","CalculatedRemainingRelationship","Signed predecessor-working-time allowance evaluated under exported settings with fixed successor endpoint; not a reschedule or native P6 driving flag."
"PR_SF/TK_NotStart/TK_NotStart/TT_Rsrc/successor","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Calculated","CalculatedRemainingRelationship","15.999999999972222222222222222","1.9999999999965277777777777778","1.9999999999965277777777777778","restart_date","2026-01-05T08:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Rsrc","","","8","8","2026-01-02 17:00","CalculatedRemainingRelationship","Signed predecessor-working-time allowance evaluated under exported settings with fixed successor endpoint; not a reschedule or native P6 driving flag."
"PR_SF/TK_NotStart/TK_NotStart/TT_Mile/predecessor","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Calculated","CalculatedRemainingRelationship","15.999999999972222222222222222","1.9999999999965277777777777778","1.9999999999965277777777777778","restart_date","2026-01-05T08:00:00","reend_date","2026-01-06T17:00:00","TT_Mile","TT_Task","","","0","8","2026-01-02 17:00","CalculatedRemainingRelationship","Signed predecessor-working-time allowance evaluated under exported settings with fixed successor endpoint; not a reschedule or native P6 driving flag."
"PR_SF/TK_NotStart/TK_NotStart/TT_Mile/successor","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Calculated","CalculatedRemainingRelationship","8","1","1","restart_date","2026-01-05T08:00:00","reend_date","2026-01-06T08:00:00","TT_Task","TT_Mile","","","8","0","2026-01-02 17:00","CalculatedRemainingRelationship","Signed predecessor-working-time allowance evaluated under exported settings with fixed successor endpoint; not a reschedule or native P6 driving flag."
"PR_SF/TK_NotStart/TK_NotStart/TT_FinMile/predecessor","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Calculated","CalculatedRemainingRelationship","7.999999999972222222222222222","0.9999999999965277777777777778","0.9999999999965277777777777778","restart_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_FinMile","TT_Task","","","0","8","2026-01-02 17:00","CalculatedRemainingRelationship","Signed predecessor-working-time allowance evaluated under exported settings with fixed successor endpoint; not a reschedule or native P6 driving flag."
"PR_SF/TK_NotStart/TK_NotStart/TT_FinMile/successor","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Calculated","CalculatedRemainingRelationship","15.999999999972222222222222222","1.9999999999965277777777777778","1.9999999999965277777777777778","restart_date","2026-01-05T08:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_FinMile","","","8","0","2026-01-02 17:00","CalculatedRemainingRelationship","Signed predecessor-working-time allowance evaluated under exported settings with fixed successor endpoint; not a reschedule or native P6 driving flag."
"PR_SF/TK_NotStart/TK_NotStart/TT_LOE/predecessor","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_LOE","TT_Task","","","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_NotStart/TK_NotStart/TT_LOE/successor","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_Task","TT_LOE","","","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_NotStart/TK_NotStart/TT_WBS/predecessor","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_WBS","TT_Task","","","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_NotStart/TK_NotStart/TT_WBS/successor","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_Task","TT_WBS","","","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_NotStart/TK_NotStart/TT_Unknown/predecessor","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_Unknown","TT_Task","","","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_NotStart/TK_NotStart/TT_Unknown/successor","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_Task","TT_Unknown","","","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_NotStart/TK_Active/TT_Task/predecessor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedRelationship","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedProgressedRelationship","Progressed SS/SF remaining-event semantics are not verified, including expired/remaining lag."
"PR_SF/TK_NotStart/TK_Active/TT_Task/successor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedRelationship","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedProgressedRelationship","Progressed SS/SF remaining-event semantics are not verified, including expired/remaining lag."
"PR_SF/TK_NotStart/TK_Active/TT_Rsrc/predecessor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedRelationship","","","","","","","","TT_Rsrc","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedProgressedRelationship","Progressed SS/SF remaining-event semantics are not verified, including expired/remaining lag."
"PR_SF/TK_NotStart/TK_Active/TT_Rsrc/successor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedRelationship","","","","","","","","TT_Task","TT_Rsrc","","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedProgressedRelationship","Progressed SS/SF remaining-event semantics are not verified, including expired/remaining lag."
"PR_SF/TK_NotStart/TK_Active/TT_Mile/predecessor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedRelationship","","","","","","","","TT_Mile","TT_Task","","2026-01-01 08:00","0","8","2026-01-02 17:00","UnsupportedProgressedRelationship","Progressed SS/SF remaining-event semantics are not verified, including expired/remaining lag."
"PR_SF/TK_NotStart/TK_Active/TT_Mile/successor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedRelationship","","","","","","","","TT_Task","TT_Mile","","2026-01-01 08:00","8","0","2026-01-02 17:00","UnsupportedProgressedRelationship","Progressed SS/SF remaining-event semantics are not verified, including expired/remaining lag."
"PR_SF/TK_NotStart/TK_Active/TT_FinMile/predecessor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedRelationship","","","","","","","","TT_FinMile","TT_Task","","2026-01-01 08:00","0","8","2026-01-02 17:00","UnsupportedProgressedRelationship","Progressed SS/SF remaining-event semantics are not verified, including expired/remaining lag."
"PR_SF/TK_NotStart/TK_Active/TT_FinMile/successor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedRelationship","","","","","","","","TT_Task","TT_FinMile","","2026-01-01 08:00","8","0","2026-01-02 17:00","UnsupportedProgressedRelationship","Progressed SS/SF remaining-event semantics are not verified, including expired/remaining lag."
"PR_SF/TK_NotStart/TK_Active/TT_LOE/predecessor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_LOE","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_NotStart/TK_Active/TT_LOE/successor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_Task","TT_LOE","","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_NotStart/TK_Active/TT_WBS/predecessor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_WBS","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_NotStart/TK_Active/TT_WBS/successor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_Task","TT_WBS","","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_NotStart/TK_Active/TT_Unknown/predecessor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_Unknown","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_NotStart/TK_Active/TT_Unknown/successor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_Task","TT_Unknown","","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_NotStart/TK_Complete/TT_Task/predecessor","PR_SF","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_SF/TK_NotStart/TK_Complete/TT_Task/successor","PR_SF","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_SF/TK_NotStart/TK_Complete/TT_Rsrc/predecessor","PR_SF","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","","","","","","","","TT_Rsrc","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_SF/TK_NotStart/TK_Complete/TT_Rsrc/successor","PR_SF","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","","","","","","","","TT_Task","TT_Rsrc","","2026-01-01 08:00","8","0","2026-01-02 17:00","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_SF/TK_NotStart/TK_Complete/TT_Mile/predecessor","PR_SF","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","","","","","","","","TT_Mile","TT_Task","","2026-01-01 08:00","0","0","2026-01-02 17:00","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_SF/TK_NotStart/TK_Complete/TT_Mile/successor","PR_SF","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","","","","","","","","TT_Task","TT_Mile","","2026-01-01 08:00","8","0","2026-01-02 17:00","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_SF/TK_NotStart/TK_Complete/TT_FinMile/predecessor","PR_SF","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","","","","","","","","TT_FinMile","TT_Task","","2026-01-01 08:00","0","0","2026-01-02 17:00","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_SF/TK_NotStart/TK_Complete/TT_FinMile/successor","PR_SF","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","","","","","","","","TT_Task","TT_FinMile","","2026-01-01 08:00","8","0","2026-01-02 17:00","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_SF/TK_NotStart/TK_Complete/TT_LOE/predecessor","PR_SF","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","","","","","","","","TT_LOE","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_SF/TK_NotStart/TK_Complete/TT_LOE/successor","PR_SF","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","","","","","","","","TT_Task","TT_LOE","","2026-01-01 08:00","8","0","2026-01-02 17:00","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_SF/TK_NotStart/TK_Complete/TT_WBS/predecessor","PR_SF","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","","","","","","","","TT_WBS","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_SF/TK_NotStart/TK_Complete/TT_WBS/successor","PR_SF","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","","","","","","","","TT_Task","TT_WBS","","2026-01-01 08:00","8","0","2026-01-02 17:00","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_SF/TK_NotStart/TK_Complete/TT_Unknown/predecessor","PR_SF","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","","","","","","","","TT_Unknown","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_SF/TK_NotStart/TK_Complete/TT_Unknown/successor","PR_SF","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","","","","","","","","TT_Task","TT_Unknown","","2026-01-01 08:00","8","0","2026-01-02 17:00","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_SF/TK_Active/TK_NotStart/TT_Task/predecessor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedStartEndpoint","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","UnsupportedProgressedStartEndpoint","An actual predecessor start cannot be substituted into the movable remaining-start solver; remaining SS/SF lag semantics are not verified."
"PR_SF/TK_Active/TK_NotStart/TT_Task/successor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedStartEndpoint","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","UnsupportedProgressedStartEndpoint","An actual predecessor start cannot be substituted into the movable remaining-start solver; remaining SS/SF lag semantics are not verified."
"PR_SF/TK_Active/TK_NotStart/TT_Rsrc/predecessor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedStartEndpoint","","","","","","","","TT_Rsrc","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","UnsupportedProgressedStartEndpoint","An actual predecessor start cannot be substituted into the movable remaining-start solver; remaining SS/SF lag semantics are not verified."
"PR_SF/TK_Active/TK_NotStart/TT_Rsrc/successor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedStartEndpoint","","","","","","","","TT_Task","TT_Rsrc","2026-01-01 08:00","","8","8","2026-01-02 17:00","UnsupportedProgressedStartEndpoint","An actual predecessor start cannot be substituted into the movable remaining-start solver; remaining SS/SF lag semantics are not verified."
"PR_SF/TK_Active/TK_NotStart/TT_Mile/predecessor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedStartEndpoint","","","","","","","","TT_Mile","TT_Task","2026-01-01 08:00","","0","8","2026-01-02 17:00","UnsupportedProgressedStartEndpoint","An actual predecessor start cannot be substituted into the movable remaining-start solver; remaining SS/SF lag semantics are not verified."
"PR_SF/TK_Active/TK_NotStart/TT_Mile/successor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedStartEndpoint","","","","","","","","TT_Task","TT_Mile","2026-01-01 08:00","","8","0","2026-01-02 17:00","UnsupportedProgressedStartEndpoint","An actual predecessor start cannot be substituted into the movable remaining-start solver; remaining SS/SF lag semantics are not verified."
"PR_SF/TK_Active/TK_NotStart/TT_FinMile/predecessor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedStartEndpoint","","","","","","","","TT_FinMile","TT_Task","2026-01-01 08:00","","0","8","2026-01-02 17:00","UnsupportedProgressedStartEndpoint","An actual predecessor start cannot be substituted into the movable remaining-start solver; remaining SS/SF lag semantics are not verified."
"PR_SF/TK_Active/TK_NotStart/TT_FinMile/successor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedStartEndpoint","","","","","","","","TT_Task","TT_FinMile","2026-01-01 08:00","","8","0","2026-01-02 17:00","UnsupportedProgressedStartEndpoint","An actual predecessor start cannot be substituted into the movable remaining-start solver; remaining SS/SF lag semantics are not verified."
"PR_SF/TK_Active/TK_NotStart/TT_LOE/predecessor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_LOE","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_Active/TK_NotStart/TT_LOE/successor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_Task","TT_LOE","2026-01-01 08:00","","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_Active/TK_NotStart/TT_WBS/predecessor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_WBS","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_Active/TK_NotStart/TT_WBS/successor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_Task","TT_WBS","2026-01-01 08:00","","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_Active/TK_NotStart/TT_Unknown/predecessor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_Unknown","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_Active/TK_NotStart/TT_Unknown/successor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_Task","TT_Unknown","2026-01-01 08:00","","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_Active/TK_Active/TT_Task/predecessor","PR_SF","TK_ACTIVE","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedRelationship","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedProgressedRelationship","Progressed SS/SF remaining-event semantics are not verified, including expired/remaining lag."
"PR_SF/TK_Active/TK_Active/TT_Task/successor","PR_SF","TK_ACTIVE","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedRelationship","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedProgressedRelationship","Progressed SS/SF remaining-event semantics are not verified, including expired/remaining lag."
"PR_SF/TK_Active/TK_Active/TT_Rsrc/predecessor","PR_SF","TK_ACTIVE","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedRelationship","","","","","","","","TT_Rsrc","TT_Task","2026-01-01 08:00","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedProgressedRelationship","Progressed SS/SF remaining-event semantics are not verified, including expired/remaining lag."
"PR_SF/TK_Active/TK_Active/TT_Rsrc/successor","PR_SF","TK_ACTIVE","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedRelationship","","","","","","","","TT_Task","TT_Rsrc","2026-01-01 08:00","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedProgressedRelationship","Progressed SS/SF remaining-event semantics are not verified, including expired/remaining lag."
"PR_SF/TK_Active/TK_Active/TT_Mile/predecessor","PR_SF","TK_ACTIVE","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedRelationship","","","","","","","","TT_Mile","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","8","2026-01-02 17:00","UnsupportedProgressedRelationship","Progressed SS/SF remaining-event semantics are not verified, including expired/remaining lag."
"PR_SF/TK_Active/TK_Active/TT_Mile/successor","PR_SF","TK_ACTIVE","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedRelationship","","","","","","","","TT_Task","TT_Mile","2026-01-01 08:00","2026-01-01 08:00","8","0","2026-01-02 17:00","UnsupportedProgressedRelationship","Progressed SS/SF remaining-event semantics are not verified, including expired/remaining lag."
"PR_SF/TK_Active/TK_Active/TT_FinMile/predecessor","PR_SF","TK_ACTIVE","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedRelationship","","","","","","","","TT_FinMile","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","8","2026-01-02 17:00","UnsupportedProgressedRelationship","Progressed SS/SF remaining-event semantics are not verified, including expired/remaining lag."
"PR_SF/TK_Active/TK_Active/TT_FinMile/successor","PR_SF","TK_ACTIVE","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedRelationship","","","","","","","","TT_Task","TT_FinMile","2026-01-01 08:00","2026-01-01 08:00","8","0","2026-01-02 17:00","UnsupportedProgressedRelationship","Progressed SS/SF remaining-event semantics are not verified, including expired/remaining lag."
"PR_SF/TK_Active/TK_Active/TT_LOE/predecessor","PR_SF","TK_ACTIVE","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_LOE","TT_Task","2026-01-01 08:00","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_Active/TK_Active/TT_LOE/successor","PR_SF","TK_ACTIVE","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_Task","TT_LOE","2026-01-01 08:00","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_Active/TK_Active/TT_WBS/predecessor","PR_SF","TK_ACTIVE","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_WBS","TT_Task","2026-01-01 08:00","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_Active/TK_Active/TT_WBS/successor","PR_SF","TK_ACTIVE","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_Task","TT_WBS","2026-01-01 08:00","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_Active/TK_Active/TT_Unknown/predecessor","PR_SF","TK_ACTIVE","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_Unknown","TT_Task","2026-01-01 08:00","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
"PR_SF/TK_Active/TK_Active/TT_Unknown/successor","PR_SF","TK_ACTIVE","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedActivityType","","","","","","","","TT_Task","TT_Unknown","2026-01-01 08:00","2026-01-01 08:00","8","8","2026-01-02 17:00","UnsupportedActivityType","LOE, WBS-summary or unknown activity types do not establish task-calendar movement."
